age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
37,M,1087,En Couple,4,false,9862 UY 27
43,F,239,Célibataire,0,false,600 GB 43
25,M,449,En Couple,0,false,2371 ZC 44
49,F,592,En Couple,1,false,9082 QP 51
59,M,593,Célibataire,0,false,9500 RS 64
64,M,580,En Couple,4,true,4746 AZ 42
40,M,408,En Couple,0,false,7494 DJ 90
63,M,513,Célibataire,0,false,1523 HY 23
38,M,500,Célibataire,0,false,3871 RX 37
71,M,227,Célibataire,0,false,4282 CA 68
31,M,464,En Couple,1,false,2721 JQ 20
37,M,974,En Couple,3,false,8524 TY 73
56,M,1208,En Couple,2,true,2848 HJ 97
26,M,555,En Couple,4,false,5489 UI 28
53,F,532,Célibataire,0,false,1928 TF 40
68,F,230,Marié(e),2,true,9789 PL 97
22,M,1033,Seule,2,false,7105 CS 84
53,M,1221,En Couple,0,true,7963 FD 61
62,M,1292,En Couple,3,false,77 AE 82
45,M,533,Célibataire,0,false,9554 VS 81
72,M,569,En Couple,0,false,6982 RX 78
26,F,499,En Couple,0,false,4082 AJ 36
34,M,957,Célibataire,0,false,242 DD 38
18,M,551,En Couple,4,false,1285 EQ 70
20,F,564,Célibataire,0,false,209 GZ 51
56,M,180,En Couple,0,false,2736 PZ 38
69,M,739,En Couple,0,false,7179 PP 65
40,M,464,En Couple,4,false,8769 KS 21
53,M,718,En Couple,1,false,8100 SM 84
59,M,221,En Couple,4,false,9328 CM 46
18,F,216,En Couple,2,false,9720 BH 95
24,F,435,Seule,3,false,5328 CM 61
31,M,530,En Couple,0,false,9393 NY 80
53,F,215,En Couple,0,false,1628 CU 46
44,F,573,En Couple,2,false,5774 UI 55
48,M,190,En Couple,2,false,7212 WJ 90
27,M,521,En Couple,2,false,3980 MC 38
63,M,473,En Couple,0,false,8719 DH 29
39,M,1298,En Couple,0,true,367 OH 25
65,M,542,En Couple,2,false,8512 VD 39
62,M,589,Célibataire,0,false,2374 PN 11
57,M,523,En Couple,1,false,5636 VT 54
72,M,587,En Couple,0,true,572 BJ 89
79,?,997,Célibataire,0,false,6408 EO 53
21,M,1391,En Couple,3,false,8259 TZ 37
68,M,594,En Couple,1,false,1684 YT 66
18,F,782,En Couple,0,false,1368 ME 25
20,M,768,Célibataire,0,false,7548 IQ 10
36,M,581,En Couple,2,false,2036 GU 54
26,M,1021,En Couple,3,false,5115 DW 28
33,M,456,Célibataire,0,false,9959 MS 41
46,M,1042,En Couple,4,false,9992 DK 95
54,M,434,Célibataire,0,false,1709 IX 21
59,M,173,En Couple,1,false,7474 VZ 79
22,M,1034,En Couple,0,false,8890 LL 69
19,M,450,En Couple,2,false,7782 LB 35
21,M,825,En Couple,2,false,719 XT 60
22,M,444,Célibataire,0,false,3205 LS 63
23,F,543,En Couple,2,true,7332 HZ 97
79,M,518,En Couple,0,false,6288 VI 89
56,F,208,En Couple,4,false,3982 XA 73
33,M,506,En Couple,0,false,8574 JB 72
22,M,190,Célibataire,0,false,3624 KE 36
49,F,515,En Couple,2,false,5346 SJ 68
40,M,222,En Couple,1,false,8587 OY 24
41,F,781,En Couple,0,false,3799 RD 95
30,M,550,Célibataire,0,false,9320 ZP 86
21,M,448,En Couple,4,false,2837 BF 22
35,M,405,En Couple,3,false,3305 YS 18
37,M,431,Célibataire,0,false,8747 BT 96
23,M,703,En Couple,0,true,6966 XG 25
69,M,589,En Couple,3,true,3108 JG 68
24,M,998,En Couple,3,false,9916 HP 42
31,F,184,Seule,3,false,6948 SW 50
42,F,490,En Couple,0,true,9077 AZ 71
46,M,156,En Couple,0,false,2810 MK 44
18,M,1156,En Couple,3,false,164 ON 93
24,M,516,En Couple,2,true,7550 BU 85
50,M,1015,Seule,2,false,8711 HE 95
18,M,1299,En Couple,0,false,2129 YJ 93
23,F,1134,Célibataire,0,false,3461 XK 71
47,M,151,Célibataire,0,false,2465 DU 23
40,F,412,En Couple,3,false,6480 AH 94
18,M,573,En Couple,4,false,4196 ZH 39
54,M,845,En Couple,2,false,8930 XT 77
27,M,406,En Couple,2,false,2185 KP 57
56,M,843,En Couple,1,false,673 UO 35
28,F,778,Célibataire,0,false,3148 HA 87
29,M,1375,En Couple,3,false,9804 CV 68
41,M,540,En Couple,4,false,17 SU 38
29,M,583,En Couple,1,false,1629 OS 41
82,M,415,En Couple,1,false,54 XF 96
24,F,537,Célibataire,0,false,4550 TC 19
42,F,494,En Couple,2,false,1235 XN 26
29,M,161,En Couple,1,false,8166 GH 68
38,M,554,En Couple,2,false,6410 MA 49
64,M,574,En Couple,1,false,1011 OK 84
73,M,1346,En Couple,1,false,5657 QU 66
35,F,417,En Couple,2,true,7007 OG 70
55,M,214,Célibataire,0,false,4244 AE 57
47,M,822,Célibataire,0,false,8822 WB 28
59,Masculin,868,En Couple,2,false,4909 YM 46
28,F,449,En Couple,0,false,6603 LN 79
29,M,245,Célibataire,0,false,702 PC 69
20,M,532,En Couple,2,false,5392 KO 35
39,M,499,Célibataire,0,false,9308 GK 57
57,M,185,En Couple,4,false,9308 ZJ 33
24,M,219,En Couple,3,false,3635 YF 51
76,M,749,En Couple,1,false,900 VK 41
18,M,521,Célibataire,0,false,2589 YP 18
28,M,420,En Couple,0,false,7588 ZU 62
38,M,554,Célibataire,0,false,4125 YD 86
21,M,238,En Couple,3,false,9157 EN 89
18,M,501,Célibataire,0,false,8814 TG 76
32,M,546,En Couple,2,false,6391 HF 41
53,M,167,En Couple,4,false,4966 SE 36
28,M,981,Célibataire,0,false,3749 CI 33
55,F,580,Seule,3,false,2295 OU 41
19,F,549,En Couple,3,false,1189 DW 72
40,M,1200,En Couple,0,false,8794 VU 65
77,F,458,En Couple,2,false,3175 YW 44
60,M,1048,En Couple,3,?,8467 HI 86
37,M,402,En Couple,3,false,6483 AC 79
67,F,599,Célibataire,0,false,5362 HY 87
29,M,410,Célibataire,0,false,1181 BT 62
39,Féminin,456,En Couple,1,false,9326 SM 33
58,M,431,En Couple,2,false,4066 XH 82
54,M,521,Célibataire,0,false,8217 UZ 31
48,F,225,En Couple,0,false,9338 ZA 52
51,F,595,Célibataire,0,false,7745 MT 23
59,F,190,En Couple,4,true,7110 HZ 66
43,M,1139,Célibataire,0,false,2090 KV 50
21,M,1171,En Couple,0,false,1776 NG 31
20,M,487,Célibataire,0,false,4134 NN 29
30,M,950,Célibataire,0,false,6351 YX 10
58,M,481,En Couple,4,false,3887 RY 75
23,F,1355,En Couple,2,false,8370 HJ 90
51,F,215,Seule,2,false,57 MU 96
40,M,598,Célibataire,0,false,9090 WK 45
50,M,530,En Couple,1,true,6915 CQ 42
50,M,208,Célibataire,0,false,7858 CB 64
24,F,555,Célibataire,0,false,9236 CI 34
77,F,212,Célibataire,0,false,48 YM 56
28,F,490,En Couple,1,false,5615 KE 61
72,F,568,Célibataire,0,false,6435 SO 24
44,F,454,Seule,3,false,8881 MO 83
21,F,1163,En Couple,0,false,6492 FA 63
24,F,1205,Seule,2,false,5103 BJ 43
30,M,484,Célibataire,0,false,6887 UW 82
59,M,563,En Couple,3,false,8187 KK 71
25,F,230,En Couple,0,false,1465 NO 97
45,M,243,En Couple,1,false,8254 TL 43
61,M,745,Seul,0,false,9409 EU 22
22,F,409,En Couple,4,false,380 EA 77
27,F,208,En Couple,3,false,9896 CM 31
60,M,447,Célibataire,0,false,2677 KL 57
48,M,866,Célibataire,0,false,7907 IP 15
61,F,1100,Célibataire,0,false,896 FW 96
56,M,205,En Couple,0,false,8941 ST 33
28,M,413,En Couple,0,false,7695 BN 25
58,M,1381,En Couple,1,false,8784 MF 18
34,F,210,En Couple,2,true,9631 OL 98
52,M,1342,En Couple,4,false,1962 DS 23
20,M,497,En Couple,1,false,1015 XN 72
54,F,701,En Couple,4,true,4874 QG 64
38,F,188,En Couple,1,false,4517 AD 73
40,F,1297,Célibataire,0,false,1778 VT 36
30,M,418,Seule,2,false,5014 OH 52
49,F,417,En Couple,0,false,4291 EX 65
20,F,403,En Couple,2,true,6173 PN 65
57,M,836,En Couple,0,false,7254 LN 28
56,M,884,En Couple,4,true,1593 LW 52
35,M,854,En Couple,0,false,9631 KV 42
74,M,193,Célibataire,0,false,817 KC 90
22,M,817,En Couple,1,false,4458 UY 43
36,M,424,En Couple,2,true,840 SP 62
22,M,587,Célibataire,0,false,7216 AI 52
49,M,217,Célibataire,0,false,3163 QJ 54
35,M,1304,Célibataire,0,false,720 VJ 48
45,M,452,En Couple,0,false,7135 FJ 22
74,M,245,En Couple,1,false,952 LO 29
28,F,429,Seule,1,false,9926 VG 40
18,M,200,En Couple,4,true,2203 RE 58
34,M,476,En Couple,2,false,6920 MG 39
43,M,192,Célibataire,0,false,3257 FK 61
36,M,756,En Couple,4,true,7612 AE 92
66,M,581,En Couple,4,true,2188 EI 91
41,M,1007,En Couple,2,false,62 JE 51
43,F,428,En Couple,0,true,8503 NP 16
25,M,1015,Seule,3,false,1512 GG 88
57,M,177,Célibataire,0,false,743 VF 59
22,Masculin,976,En Couple,2,true,7915 NK 23
18,M,784,En Couple,3,false,8659 JJ 42
68,M,586,En Couple,2,false,4228 FR 20
67,F,476,Seule,1,false,6814 TG 49
19,M,443,En Couple,2,false,2073 VT 78
24,F,428,En Couple,2,false,9361 MK 67
32,M,201,Célibataire,0,false,2347 JB 34
31,M,169,En Couple,1,false,3907 GX 42
28,F,224,Seule,2,false,5924 XV 49
53,M,1152,En Couple,1,false,3315 HN 22
19,F,525,En Couple,0,false,9528 MM 48
35,M,453,Seule,2,false,8025 ZV 47
54,M,843,En Couple,1,false,6437 XR 43
23,M,419,En Couple,3,false,2154 BB 27
45,F,572,En Couple,0,false,4932 NN 54
82,M,471,En Couple,3,false,9891 GT 94
37,M,1319,Seule,3,false,1463 XC 54
25,M,561,Célibataire,0,false,4299 HA 77
26,M,425,En Couple,1,true,6715 KE 59
20,M,162,Seule,2,false,8995 NA 55
33,M,214,Célibataire,0,false,1285 XW 62
23,M,1168,Célibataire,0,false,6455 IY 96
?,M,200,Célibataire,0,false,5223 CO 62
29,M,167,Célibataire,0,false,3579 KT 93
39,F,594,Célibataire,0,false,4601 CV 49
28,F,527,En Couple,2,false,32 DS 95
41,F,584,Célibataire,0,false,4482 VD 15
67,M,402,Seule,3,false,254 IF 12
78,M,427,En Couple,3,false,3038 XM 95
77,F,454,En Couple,2,false,8042 PX 43
39,M,165,En Couple,1,false,1414 MN 84
47,M,481,En Couple,2,false,3903 OE 39
18,M,1037,En Couple,1,false,3357 NY 56
69,M,431,En Couple,2,false,6758 JS 96
40,Homme,586,En Couple,2,false,9408 QI 43
65,M,1198,Célibataire,0,false,5968 AT 16
59,F,562,En Couple,2,false,8947 BQ 68
49,M,994,En Couple,3,false,3879 DW 45
34,M,1032,En Couple,2,true,3720 TE 50
20,M,1115,Célibataire,0,false,3603 CN 94
39,F,231,Célibataire,0,false,4968 BY 37
24,F,505,Célibataire,0,false,4705 LE 36
36,M,551,En Couple,3,false,7561 KM 59
53,M,969,En Couple,1,false,5275 NT 26
41,M,502,Marié(e),4,false,7064 LG 96
52,M,420,En Couple,2,true,260 YQ 46
52,F,849,Célibataire,0,false,4126 IX 15
31,M,187,En Couple,2,false,378 RE 13
44,Homme,247,En Couple,3,true,9005 EI 72
44,M,815,En Couple,1,false,1972 MB 25
22,M,577,En Couple,2,true,5362 AO 42
30,F,162,Célibataire,0,false,6068 AP 76
34,M,408,En Couple,0,false,8034 BL 70
48,M,480,Célibataire,0,false,3492 QH 35
57,M,1026,En Couple,0,false,5518 EG 47
28,F,800,En Couple,3,true,1386 PQ 25
21,F,568,En Couple,2,false,1601 ME 90
57,F,504,Célibataire,0,false,805 KX 95
50,M,217,Célibataire,0,false,3982 YV 59
28,F,492,En Couple,2,false,1951 VO 20
24,M,779,En Couple,2,true,1604 RH 98
29,M,200,Célibataire,0,false,9035 XY 51
54,M,470,En Couple,1,true,1596 AA 83
18,M,469,En Couple,4,false,885 QY 86
59,F,465,En Couple,2,false,5991 GM 53
28,M,158,Célibataire,0,false,9959 WD 19
66,M,733,En Couple,4,false,433 AP 67
20,M,592,En Couple,3,false,4336 SZ 77
22,M,1036,En Couple,0,false,1315 VJ 21
22,M,452,En Couple,2,false,6012 XA 44
22,M,575,Célibataire,0,false,7914 EV 10
78,F,188,Seule,2,false,6769 VA 66
70,M,201,Seule,1,false,9571 AL 81
46,M,438,En Couple,2,false,4733 UZ 62
74,F,529,En Couple,3,false,3952 ZN 19
46,F,886,En Couple,1,false,5963 SI 67
31,M,415,En Couple,0,false,258 JD 74
59,M,1119,En Couple,2,true,8413 LD 59
29,F,198,Célibataire,0,false,2095 PD 27
73,M,458,Célibataire,0,false,5648 QK 55
23,M,1303,?,1,false,7402 QZ 13
46,F,192,En Couple,0,false,2157 IB 52
73,M,486,En Couple,0,false,4479 VT 63
23,M,243,En Couple,1,false,1315 FR 88
53,M,1018,En Couple,4,false,9605 TU 47
71,M,401,En Couple,0,false,2352 IW 48
70,M,411,Célibataire,0,false,9484 PH 48
30,F,202,En Couple,4,false,9527 XI 10
34,M,542,En Couple,0,false,335 II 55
26,M,1077,En Couple,4,false,5849 NT 49
75,F,246,En Couple,4,false,209 OG 93
35,M,415,Célibataire,0,false,350 PS 21
45,M,179,Célibataire,0,false,9969 XD 93
29,M,172,Célibataire,0,false,7578 YK 43
38,F,184,Célibataire,0,false,823 RI 49
32,Masculin,429,Seule,-1,false,5626 KK 69
34,M,457,Marié(e),3,true,3238 BX 42
38,F,726,Célibataire,0,false,1318 RA 38
44,M,439,Célibataire,0,false,9818 QP 41
83,M,463,En Couple,3,true,9119 ZR 72
26,M,426,En Couple,0,false,1881 XJ 88
26,M,207,Célibataire,0,false,3967 FP 76
62,M,215,Célibataire,0,false,6308 MD 76
40,M,171,Seule,2,false,6845 YA 69
22,M,223,En Couple,2,false,9604 AK 43
22,Féminin,220,Célibataire,0,false,5528 CU 33
28,M,464,Célibataire,0,false,5647 LD 57
34,M,589,En Couple,0,false,2633 VL 52
30,M,480,En Couple,0,false,5586 MD 40
48,M,437,En Couple,0,false,4963 LV 16
44,M,966,Célibataire,0,false,5173 UN 41
44,M,466,En Couple,0,false,9028 DE 39
24,M,179,En Couple,2,false,28 QQ 56
20,F,530,En Couple,4,false,1491 OM 35
36,Homme,1255,En Couple,2,false,8851 ZW 89
81,M,856,Célibataire,0,false,7586 LP 54
57,F,839,N/D,0,false,3471 WK 62
36,F,512,En Couple,2,true,1546 KS 78
60,F, ,En Couple,3,true,1809 LH 77
48,F,240,Célibataire,0,false,9811 FN 77
55,Masculin,816,Célibataire,0,false,3299 ZF 90
27,F,419,En Couple,3,false,6187 OS 11
30,F,177,En Couple,3,false,6330 YP 15
31,F,222,Célibataire,0,false,828 UT 92
43,M,1269,En Couple,4,false,5460 XX 94
44,Homme,504,Célibataire,0,false,9496 TS 77
54,M,593,Célibataire,0,false,1849 XC 84
32,M,191,En Couple,4,false,9678 TC 98
56,F,942,En Couple,3,true,2300 IW 67
20,M,521,En Couple,3,false,8916 KL 60
28,M,1034,Célibataire,0,false,3401 UL 17
72,F,505,En Couple,2,true,5820 SE 40
61,M,1006,Célibataire,0,false,5286 WB 49
20,M,1247,En Couple,1,false,9889 TT 73
66,M,535,Seule,2,false,8451 SL 98
48,F,485,Célibataire,0,false,953 LH 12
57,M,1315,Célibataire,0,false,5356 OB 86
60,F,1116,Célibataire,0,false,5810 KJ 39
34,M,432,En Couple,1,false,9059 TD 39
19,M,1093,En Couple,4,false,3206 DT 49
61,F,468,En Couple,2,false,5128 SH 20
41,M,590,En Couple,2,true,2889 HL 29
28,F,777,En Couple,4,false,2195 UT 95
36,M,412,En Couple,1,true,887 SV 86
26,F,485,En Couple,0,false,374 HX 29
52,M,959,En Couple,0,true,9240 RB 88
22,M,1340,En Couple,1,false,5101 TP 75
25,F,1041,Célibataire,0,false,4638 KE 43
44,F,574,En Couple,2,false,4783 MR 24
52,M,163,En Couple,1,false,4771 TP 13
39,M,230,En Couple,1,false,8460 VS 56
58,M,1138,En Couple,1,false,9854 KU 19
18,F,1329,En Couple,2,true,6446 YZ 94
48,M,917,En Couple,1,false,9740 HJ 20
76,M,1052,En Couple,2,true,3498 IT 58
59,F,202,En Couple,4,true,2616 LG 44
47,F,566,Célibataire,0,false,2846 SC 27
49,F,1070,En Couple,4,true,1893 HK 50
58,M,855,Célibataire,0,false,7490 RB 40
46,M,1050,En Couple,0,false,7408 TE 90
77,M,529,En Couple,1,false,5417 QQ 33
57,F,1168,En Couple,2,false,5648 ER 98
40,F,513,En Couple,2,false,5614 UA 77
36,F,200,En Couple,0,false,7224 GL 96
81,M,918,En Couple,2,false,5129 NW 23
21,F,225,Célibataire,0,false,593 DM 93
23,M,1083,En Couple,0,false,986 YS 57
70,M,508,En Couple,2,false,3330 NI 70
36,Femme,459,Célibataire,0,false,7258 NF 52
78,M,439,Célibataire,0,false,2442 NR 46
47,F,1017,En Couple,0,false,8862 BP 27
56,F,598,Célibataire,0,false,8882 JP 97
38,M,1015,En Couple,0,false,2389 GO 74
41,F,408,En Couple,3,false,2285 GW 10
69,M,480,En Couple,3,false,7863 LS 41
37,M,1216,En Couple,4,false,1128 AC 50
41,M,182,Célibataire,0,false,3653 IV 51
28,M,1274,En Couple,1,false,9788 CA 80
25,F,1166,En Couple,0,true,7902 PH 32
53,F,416,Célibataire,0,false,697 HC 75
40,M,756,En Couple,3,false,5285 XI 96
73,M,1387,En Couple,2,false,6235 HU 94
41,M,473,En Couple,0,false,1005 GN 77
28,F,228,En Couple,2,false,3814 NX 68
29,M,1356,Célibataire,0,false,799 IH 28
22,F,187,En Couple,4,true,1115 NM 37
38,M,830,En Couple,2,false,3280 KX 25
42,F,498,Célibataire,0,false,5891 QJ 25
28,M,1392,En Couple,1,true,4062 DB 98
52,M,1160,En Couple,0,false,3888 FT 51
76,F,243,En Couple,0,false,4945 BW 92
65,M,916,En Couple,4,false,8496 OB 85
69,M,425,En Couple,0,true,2300 PS 55
30,M,569,Célibataire,0,false,4427 VK 31
43,M,593,Célibataire,0,false,2858 BB 42
74,M,1192,Célibataire,0,false,4002 WC 31
68,F,908,En Couple,1,true,995 TB 35
21,M,1321,Seule,2,false,6416 QD 61
54,F,841,Célibataire,0,false,4662 BD 31
77,M,186,En Couple,2,false,5946 YW 70
48,M,561,En Couple,3,false,8447 CD 24
82,M,1108,En Couple,0,false,6576 MV 54
32,M,509,En Couple,2,false,3248 NL 53
27,M,492,En Couple,0,false,4875 IK 95
46,F,451,En Couple,1,false,2025 AA 39
70,F,208,En Couple,0,true,4623 WJ 22
40,M,201,En Couple,0,false,7073 FM 34
36,M,193,Seule,3,false,8040 VE 73
52,M,1356,En Couple,2,false,188 CL 13
19,M,427,Célibataire,0,false,670 ER 81
36,M,418,Célibataire,0,false,5109 AO 33
18,M,951,Célibataire,0,false,2243 MF 85
35,M,1366,En Couple,4,false,3043 MB 25
48,M,150,En Couple,0,false,6673 VD 97
19,F,488,Célibataire,0,false,3637 DG 83
54,M,570,En Couple,0,true,7598 NH 74
50,M,400,Célibataire,0,false,423 FZ 83
21,M,1329,Célibataire,0,false,4105 PL 37
54,M,1071,En Couple,0,false,221 JR 61
29,F,403,Célibataire,0,false,6972 QZ 16
21,M,485,En Couple,2,false,7125 DW 78
21,M,406,En Couple,1,false,1818 MV 20
46,F,1314,Célibataire,0,false,1063 OB 67
23,F,1170,Célibataire,0,false,8671 RL 48
74,M,439,En Couple,4,false,6341 AD 92
40,F,1203,En Couple,1,false,7973 YS 79
34,M,524,En Couple,3,false,1469 GZ 17
32,M,1106,En Couple,1,false,1803 HB 28
41,M,971,Célibataire,0,false,68 WV 11
56,M,585,En Couple,0,false,1005 JV 14
18,M,1062,En Couple,1,true,1370 LF 61
19,F,485,En Couple,2,false,9233 NE 28
77,F,1097,En Couple,0,false,5434 AM 60
26,M,595,En Couple,1,false,9797 KS 37
50,M,208,En Couple,1,false,1896 SY 42
58,F,452,Seule,2,false,5620 PP 76
45,M,196,En Couple,2,false,8755 BN 78
71,F,542,En Couple,3,true,4432 MR 67
69,M,178,En Couple,1,false,9234 JD 71
47,M,453,En Couple,2,false,1734 XK 61
36,M,545,En Couple,0,false,7017 PA 83
24,M,430,En Couple,2,false,5887 KX 82
32,M,906,Célibataire,0,false,3971 UP 58
31,F,1260,En Couple,1,false,155 EC 84
52,F,156,Célibataire,0,false,1350 SR 66
74,F,167,Célibataire,0,false,2325 IV 90
24,M,581,En Couple,4,false,7492 QW 64
47,M,959,En Couple,0,false,1348 ZD 47
59,F,465,En Couple,1,false,8502 QC 32
81,M,523,Célibataire,0,false,533 WB 59
25,M,481,En Couple,3,false,1568 HU 71
51,M,218,En Couple,0,true,8116 RA 32
74,M,226,Célibataire,0,false,9506 HD 73
29,F,1058,En Couple,1,false,8082 LH 58
77,M,210,En Couple,2,false,2067 PC 13
40,F,158,En Couple,2,false,6669 YO 77
23,M,571,Célibataire,0,false,7045 WE 35
29,M,1077,En Couple,4,false,1309 TK 92
18,M,567,Célibataire,0,false,2038 EO 10
47,M,1101,Célibataire,0,false,2802 ER 74
25,F,768,En Couple,1,true,1450 VV 39
52,M,482,Seule,2,false,2873 FN 66
32,M,912,En Couple,1,false,340 JH 72
77,M,898,En Couple,0,false,1878 YJ 85
62,M,475,En Couple,1,true,4187 MN 30
46,M,189,En Couple,2,false,265 OH 35
40,M,526,En Couple,1,false,9351 XB 11
74,M,1360,En Couple,4,true,3611 NJ 79
21,F,503,Célibataire,0,false,9795 DW 77
27,M,1155,En Couple,3,true,7199 AD 91
23,F,549,En Couple,4,false,5289 AU 15
30,F,523,En Couple,0,false,9347 XN 21
59,M,179,En Couple,2,false,5868 PS 98
21,M,1317,En Couple,2,true,2990 XB 19
79,F,895,En Couple,2,false,1799 QQ 75
22,M,219,En Couple,1,false,4913 VJ 23
39,M,1127,En Couple,1,false,8464 MW 23
24,M,443,Célibataire,0,false,9192 VN 21
22,M,1367,Célibataire,0,false,9561 PN 49
23,M,1199,En Couple,3,false,5592 EK 91
29,M,569,En Couple,4,false,9899 RQ 66
50,F,581,En Couple,4,false,6400 SM 57
32,Masculin,192,Célibataire,0,false,5242 WI 92
48,M,168,En Couple,1,false,6362 ET 65
67,M,421,En Couple,1,true,6102 OX 97
54,M,548,En Couple,4,false,4584 VH 54
22,M,538,En Couple,0,false,8822 LQ 83
44,M,1004,?,0,false,5913 JJ 71
62,M,179,En Couple,0,false,2588 ME 29
54,M,225,Marié(e),1,false,4259 IT 92
23,M,417,En Couple,1,false,7381 SK 15
38,Masculin,1093,En Couple,1,false,2792 WK 21
37,M,176,En Couple,2,true,3192 KO 76
56,M,817,En Couple,2,false,6131 ZE 53
19,M,450,En Couple,2,false,9636 ZE 73
43,F,1267,En Couple,0,false,5082 YA 27
79,F,777,En Couple,2,false,9988 FN 30
84,F,473,Célibataire,0,false,4267 CZ 95
35,F,584,En Couple,2,false,6636 FT 35
69,F,443,Célibataire,0,false,6496 NP 66
43,M,981,Célibataire,0,false,4714 FH 82
41,M,412,En Couple,0,false,4573 JK 74
49,F,172,En Couple,3,false,6631 BN 98
38,F,504,En Couple,3,false,1182 SA 21
18,M,200,En Couple,0,false,9238 PO 50
58,M,749,En Couple,1,false,172 GC 88
22,M,497,En Couple,2,false,5697 SK 32
29,F,576,Célibataire,0,false,3686 NW 54
76,M,498,En Couple,4,false,2865 TZ 40
46,F,596,En Couple,2,false,9178 GW 74
23,M,154,En Couple,2,false,5124 ZU 33
55,M,403,En Couple,0,true,7387 ZM 80
45,F,226,En Couple,3,true,4534 JU 35
31,F,176,En Couple,4,false,8025 AX 82
?,F,494,En Couple,1,false,7803 JA 17
19,M,443,En Couple,0,false,6030 WS 40
18,F,413,Célibataire,0,false,848 NW 86
43,M,564,En Couple,4,false,1581 BQ 26
25,M,415,Célibataire,0,false,3855 GR 63
49,M,459,Seule,1,false,8771 RC 28
65,F,220,En Couple,4,true,5897 ES 27
58,F,217,Célibataire,0,false,3944 OO 34
27,M,590,En Couple,1,false,5915 BC 66
23,M,1196,En Couple,4,false,6380 QC 65
56,F,960,En Couple,2,false,7548 ER 70
30,M,226,En Couple,4,false,8396 ED 53
23,M,927,Marié(e), ,false,6011 KE 34
21,M,228,Célibataire,0,false,5996 BK 66
48,M,584,Seule,1,false,6210 EF 87
31,F,461,Seule,2,false,3307 WG 27
75,F,1049,En Couple,3,false,5575 JL 46
57,M,475,En Couple,1,false,2276 UW 79
79,F,427,En Couple,2,false,7864 ZW 70
53,F,435,Célibataire,0,false,2393 ZZ 84
50,M,599,En Couple,2,false,8476 FW 23
47,F,938,En Couple,0,true,9560 JS 59
72,M,175,En Couple,1,true,6598 SE 55
69,F,973,En Couple,4,false,9576 WH 45
34,M,1284,Célibataire,0,false,5123 HJ 32
20,M,435,En Couple,2,false,8234 ZQ 59
46,M,488,En Couple,2,false,6632 UE 19
19,M,476,En Couple,2,false,2586 DY 52
29,M,1168,En Couple,4,false,9366 JF 61
84,F,418,Célibataire,0,false,6460 HG 14
37,M,543,En Couple,3,false,9000 UJ 60
30,F,530,Célibataire,0,false,897 AW 41
33,M,216,En Couple,0,true,8770 BX 56
48,M,458,En Couple,2,false,4866 KM 24
40,M,580,En Couple,0,false,5505 BQ 28
18,M,582,Célibataire,0,false,3825 TG 59
39,M,1144,En Couple,4,false,9326 XX 97
42,Homme,402,Célibataire,0,false,9996 NY 45
50,M,151,En Couple,4,true,3565 XD 68
29,F,194,Seule,2,false,8219 ZV 48
27,M,881,En Couple,2,false,6920 UX 19
72,M,514,En Couple,1,false,9487 JI 38
35,M,1169,En Couple,3,false,7062 MR 25
26,M,416,En Couple,4,false,6931 KO 98
84,M,457,En Couple,2,false,8280 KR 40
51,M,485,Célibataire,0,false,7516 EC 22
54,F,1326,Célibataire,0,false,536 EA 88
74,M,541,En Couple,0,false,6602 JS 81
72,F,1153,En Couple,1,false,8521 WQ 44
83,M,459,En Couple,2,false,5447 QD 24
47,M,548,En Couple,2,true,9996 SC 30
40,M,460,En Couple,1,true,4948 DF 33
68,M,419,Célibataire,0,false,535 FO 51
26,F,172,En Couple,1,false,3200 AF 96
40,F,458,En Couple,4,false,3181 HH 14
22,M,207,En Couple,2,false,2626 HJ 92
52,Masculin,553,Célibataire,0,false,5258 BI 12
19,M,900,En Couple,2,false,5644 LQ 13
52,M,224,En Couple,3,true,710 HG 14
64,F,1012,Célibataire,-1,false,8856 NP 96
26,M,953,Célibataire,0,false,8991 ML 44
25,M,1092,En Couple,4,false,6764 NY 50
33,F,1138,En Couple,3,true,9937 XE 20
42,F,487,En Couple,3,false,3111 TU 36
79,M,420,Seule,2,false,3999 TM 21
48,M,544,En Couple,2,false,179 YR 93
81,M,435,Célibataire,0,false,456 BM 42
